Name,Ownership,Type,Gender,Province
Government Technical Training Center Kotaddu,,,,Punjab   /   Muzaffargarh
Government Technical Training Center (M) Jatoi,,,,Punjab   /   Muzaffargarh
Government Technical Training Center (M Chowk Azam,,,,Punjab   /   Muzaffargarh
Government Technical Training Center (M) Layyah,,,,Punjab   /   Layyah
Government Vocational Training Institute Chowk Sarwar Shaheed,,,,Punjab   /   Muzaffargarh
Government Vocational Training Institute Fatahpur,,,,Punjab   /   Layyah
Government Vocational Training Institute (W) Alipur,,,,Punjab   /   Muzaffargarh
Government Vocational Training Institute (W) Choubara,,,,Punjab   /   Layyah
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN,  KAROR LAL ESAN",,,,Punjab   /   Layyah
Government Vocational Training Institute (W) Kot Addu,,,,Punjab   /   Muzaffargarh
Government Vocational Training Institute  (W) Layyah,,,,Punjab   /   Layyah
Government Vocational Training Institut (W)  Muzafargarh,,,,Punjab   /   Muzaffargarh
RMGTC Government Vocational Training Institut (W) Muzafargarh,,,,Punjab   /   Muzaffargarh
Government Technical Training Center (AMTS) Multan,,,,Punjab   /   Multan
Government Technical Training Center Women Jail Multan,,,,Punjab   /   Multan
Government Technical Training Center (M) Central Jail Multan,,,,Punjab   /   Multan
Government Technical Training Center (M) Shujabad,,,,Punjab   /   Multan
Government Vocational Training Institute (W) Multan,,,,Punjab   /   Multan
Government Vocational Training Institute Daulat Gate Multan,,,,Punjab   /   Multan
Government Vocational Training Institute Khanewal Road Multan,,,,Punjab   /   Multan
Government Vocational Training Institute (W) Jalalpur Pirwala,,,,Punjab   /   Multan
Government Vocational Training Institute (W) Multan New,,,,Punjab   /   Multan
Government Vocational Training Institute (W) Multan (old),,,,Punjab   /   Multan
Government Vocational Training Institute (W) Shujabad,,,,Punjab   /   Multan
"Govt. Vocational Training Institute (W), (RMGTC), Multan",,,,Punjab   /   Multan
"Government Technical Training Centre (DMTC), Kasur",,,,Punjab   /   Kasur
Government Technical Training Center (F) Kot Radha Kishen,,,,Punjab   /   Kasur
Government Technical Training Center (F) Renala Khurd,,,,Punjab   /   Okara
Government Technical Training Center (F) Phool Nagar,,,,Punjab   /   Kasur
Government Technical Training Center (M) Kanganpur,,,,Punjab   /   Kasur
Government Technical Training Center (M) Kot Radha Kishan,,,,Punjab   /   Kasur
Government Technical Training Center (M) Renala Khurd,,,,Punjab   /   Okara
"Government Technical Training Center (W) Roshan Bheela, Kasur",,,,Punjab   /   Kasur
Government Vocational Training Institute Depalpur,,,,Punjab   /   Okara
Government Vocational Training Institute Kasur,,,,Punjab   /   Kasur
Government Vocational Training Institute Okara,,,,Punjab   /   Okara
Government Vocational Training Institute (W) Chunian,,,,Punjab   /   Kasur
Government Vocational Training Institute (W) Kasur,,,,Punjab   /   Kasur
Government Vocational Training Institute (W) PATTOKI,,,,Punjab   /   Kasur
Govt Technical Training Center Sadiqabad,,,,Punjab   /   Rahim Yar Khan
"Govt. Technical Training Institute, Rahim Yar Khan",,,,Punjab   /   Rahim Yar Khan
GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN RAHIM YAR KHAN,,,,Punjab   /   Rahim Yar Khan
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN,SADIQABAD",,Vocational,,Punjab   /   Rahim Yar Khan
Government Technical Training Center (M) Fateh Jang,,,,Punjab   /   Attock
Government Technical Training Center (M) Jand,,,,Punjab   /   Attock
Government Technical Training Center (M) Kahuta,,,,Punjab   /   Rawalpindi
Government Technical Training Center (M) Kotli Sattian,,,,Punjab   /   Rawalpindi
Government Technical Training Center (W) Kahuta,,,,Punjab   /   Rawalpindi
Government Technical Training Center (W) Dhamial,,,,Punjab   /   Rawalpindi
Government Technical Training Center (M) Daultala,,,,Punjab   /   Rawalpindi
Government Technical Training Center (M) Kallar Syedan,,,,Punjab   /   Rawalpindi
Government Technical Training Center (W) Mandra,,,,Punjab   /   Rawalpindi
Government Technical Training Center (W) Kallar Syedan,,,,Punjab   /   Rawalpindi
Government Technical Training Institute Attock,,,,Punjab   /   Attock
Government Vocational Training Institute Dhokesyedan,,,,Punjab   /   Rawalpindi
Government Vocational Training Institute Gujar Khan,,,,Punjab   /   Rawalpindi
Government Vocational Training Institute Kohati Bazar,,,,Punjab   /   Rawalpindi
Government Vocational Training Institute Pindigheb,,,,Punjab   /   Attock
Government Vocational Training Institute (W) MURREE,,,,Punjab   /   Rawalpindi
Government Vocational Training Center (W) Gujer Khan,,,,Punjab   /   Rawalpindi
Government Vocational Training Institute (W) Hassan abdal,,,,Punjab   /   Attock
Government Vocational Training Institute (W) Jand,,,,Punjab   /   Attock
Government Vocational Training Institute (W) Pindigheb,,,,Punjab   /   Attock
Government Vocational Training Institute (W) Attock,,,,Punjab   /   Attock
Government Vocational Training Institute (W) KARTARPURA,,,,Punjab   /   Narowal
Government Vocational Training Institute (W) Rawalpindi Cantt,,,,Punjab   /   Rawalpindi
Government Technical Training Center Arifwala,,,,Punjab   /   Pakpattan
Government Technical Training Center pakpattan,,,,Punjab   /   Pakpattan
Government Technical Training Institute (AMR) Sahiwal,,,,Punjab   /   Sahiwal
Government Vocational Training Institute (W) Sahiwal,,,,Punjab   /   Sahiwal
Government Vocational Training Institute (W) Chichawatni,,,,Punjab   /   Sahiwal
"Agricultural Machinery Training School, Sargodha",,,,Punjab   /   Sargodha
Government Technical Training Center Naushera,,,,Punjab   /   Khushab
Government Technical Training Center (M) Sahiwal,,,,Punjab   /   Sargodha
Government Technical Training Center (M) Khushab,,,,Punjab   /   Khushab
Government Technical Training Center (M) Kotmomin,,,,Punjab   /   Sargodha
Government Technical Training Center (M) Shahpur,,,,Punjab   /   Sargodha
Government Technical Training Center (M) Sillanwali,,,,Punjab   /   Sargodha
Government Technical Training Center (W) Kot Momin,,,,Punjab   /   Sargodha
Government Technical Training Center (W) Sahiwal,,,,Punjab   /   Sargodha
Government Vocational Training Institute 47NB Sargodha,,,,Punjab   /   Sargodha
Government Vocational Training Institute Bhalwal,,,,Punjab   /   Sargodha
Government Vocational Training Institute Bhera,,,,Punjab   /   Sargodha
Government Technical Training Institute Jauharabad,,,,Punjab   /   Khushab
Government Technical Training Institute (SWR)Sargodha.,,,,Punjab   /   Sargodha
Government Technical Training Institute (W) Jauharabad,,,,Punjab   /   Khushab
Government Vocational Training Institute W Noorpur Thal,,,,Punjab   /   Khushab
Government Vocational Training Institute W Shahpur Sader,,,,Punjab   /   Sargodha
Government Vocational Training Institute W Bhalwal,,,,Punjab   /   Sargodha
Government Vocational Training Institute W Block 13 Sargodha,,,,Punjab   /   Sargodha
Government Vocational Training Institute W Naushera,,,,Punjab   /   Khushab
Government Technical Training Center (W) Muridke,,,,Punjab   /   Sheikhupura
Government Technical Training Center (W) Safdarabad,,,,Punjab   /   Sheikhupura
Government Technical Training Center (M) Muridke,,,,Punjab   /   Sheikhupura
Government Technical Training Center (M) Safderabad,,,,Punjab   /   Sheikhupura
Government Technical Training Center (M) shahkot,,,,Punjab   /   Nankana Sahib
Government Technical Training Center (M) Mananwala,,,,Punjab   /   Sheikhupura
Government Technical Training Center (M) More Khunda,,,,Punjab   /   Nankana Sahib
Government Technical Training Center (F) Shahkot,,,,Punjab   /   Nankana Sahib
Government Vocational Training Institute W Ferozewala,,,,Punjab   /   Sheikhupura
Government Vocational Training Institute W Sangla Hill,,,,Punjab   /   Nankana Sahib
Government Vocational Training Institute W Sheikhupura,,,,Punjab   /   Sheikhupura
Govt. Technical Training Center(M) Sambrial,,,,Punjab   /   Sialkot
Govt.Tecnical Training Center (Women )Sambrial,,,,Punjab   /   Sialkot
Government Vocational Training Center DISTRICT JAIL SIALKOT,,,,Punjab   /   Sialkot
Government Technical Training Center Narowal,,,,Punjab   /   Narowal
Government Technical Training Center Pusrur,,,,Punjab   /   Sialkot
Government Technical Training Center Shakargarh,,,,Punjab   /   Narowal
Government Technical Training Center Zafarwal,,,,Punjab   /   Narowal
Government Technical Training Institute (M) Pasrur,,,,Punjab   /   Sialkot
Government Vocational Training Institute (W) Sialkot,,,,Punjab   /   Sialkot
Government Vocational Training Institute (W) DASKA,,,,Punjab   /   Sialkot
Government Vocational Training Institute (W) PASRUR,,,,Punjab   /   Sialkot
Government Vocational Training Institute (W) Noorkot,,,,Punjab   /   Narowal
Government Vocational Training Institute (W) Shakargarh,,,,Punjab   /   Narowal
GOVT TECHNICAL INSTITUTE CTTI,,Technical,,Islamabad   /   Islamabad
Iqra College of Technology,,Technical,,Islamabad   /   Islamabad
Prince Salman Institute of Technology,,Technical,,Islamabad   /   Islamabad
RED-C Institute of Engineering and Technology (Tarnol Campus) I,,Technical,,Islamabad   /   Islamabad
Government College of Technology Quetta,,Technical,,Balochistan   /   Quetta
Governemnt Polytechnic Institute for girls,,Technical,,Balochistan   /   Quetta
Government Polytechnic Institute for boys,,Technical,,Balochistan   /   Quetta
Government College of Technology Gawadar,,Technical,,Balochistan   /   Gwadar
Government Polytechnic Institute Panjgoor for Boys,,Technical,,Balochistan   /   Panjgur
Government Polytechnic Institute Uthal for Boys,,Technical,,Balochistan   /   Lasbela
Government Polytechnic Institute Muslim Bagh for Boys,,Technical,,Balochistan   /   Killa Abdullah
RISE COLLEGE OF MANAGEMENT & TECHNOLOGY,,Technical,,Gilgit Baltistan   /   Gilgit
PAK POLYTECHNIC INSTITUTE,,Technical,,Gilgit Baltistan   /   Gilgit
Vocational Training Institute Jaranwala,,,,Punjab   /   Faisalabad
"GOVERNMENT COLLEGE OF TECHNOLOGY, FATEH JANG ROAD ATTOCK",,,,Punjab   /   Attock
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, NEAR DCO HOUSE  ATTOCK",,,,Punjab   /   Attock
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, NEAR RAILWAY STATIONRROAD  FATEH JANG",,,,Punjab   /   Attock
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, PINDI ROAD PINDI GHEB",,,,Punjab   /   Attock
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, RAILWAY ROAD JAND",,,,Punjab   /   Attock
"KAMRA POLYTECHNIC INSTITUTE HATTIAN, AYAZ ARCADE G.T. ROAD, KAMRA CANTT KAMRA",,,,Punjab   /   Attock
"ALI COLLEGE OF TECHNOLOGY, BYPASS ROAD NEAR ZARI BANK HAROONABAD",,,,Punjab   /   Bahawalnagar
"GOVERNMENT INSTITUTE OF COMMERCE,  FORT ABBAS",,,,Punjab   /   Bahawalnagar
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, MINCHINABAD",,,,Punjab   /   Bahawalnagar
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN,  BAHAWALNAGAR",,,,Punjab   /   Bahawalnagar
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, HOUSE NO.5, STREET NO. 5, GULBERG TOWN CHISHTIAN",,,,Punjab   /   Bahawalnagar
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, CHISHTIAN",,,,Punjab   /   Bahawalnagar
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, HAROONABAD",,,,Punjab   /   Bahawalnagar
"GREAT JINNAH COLLEGE OF TECHNOLOGY,, PARK COLONY, CHISHTIAN CHISHTIAN",,,,Punjab   /   Bahawalnagar
"ITTEFAQ COLLEGE OF ENGINEERING & TECHNOLOGY (CAMPUS II),HAROONABAD",,,,Punjab   /   Bahawalnagar
"LAHORE COLLEGE OF TECHNOLOGY, BAHAWALNAGAR",,,,Punjab   /   Bahawalnagar
"QUAID-E-AZAM COLLEGE OF ENGINEERING & TECHNOLOGY, MOZA ISLAM PURA BAHAWALNAGAR",,,,Punjab   /   Bahawalnagar
ASIAN COLLEGE OF TECHNOLOGY (CAMPUS - 1) BAHAWALPUR,,,,Punjab   /   Bahawalpur
"AZEEM COLLEGE OF TECHNOLOGY & MANAGEMENT, KOTHI # 1/A RAFI QAMAR ROAD, SATELLITE TOWN BAHAWALPUR",,,,Punjab   /   Bahawalpur
"CHOLISTAN COLLEGE OF TECHNOLOGY, CHAK NO.10 BC, NEAR BAGHDAD STATION BAHAWALPUR",,,,Punjab   /   Bahawalpur
"GOVERNMENT COLLEGE OF COMMERCE, CHEEMA TOWN BAHAWALPUR",,,,Punjab   /   Bahawalpur
"GOVERNMENT COLLEGE OF COMMERCE, SHAHI WALA ROAD  AHMADPUR EAST",,,,Punjab   /   Bahawalpur
"GOVERNMENT COLLEGE OF TECHNOLOGY FOR WOMEN, NEAR FAREED GATE OPP. GPO BAHAWALPUR",,,,Punjab   /   Bahawalpur
"GOVERNMENT COLLEGE OF TECHNOLOGY, BAGHDAD ROAD BAHAWALPUR",,,,Punjab   /   Bahawalpur
"GOVERNMENT DEGREE COLLEGE FOR SPECIAL EDUCATION, NEAR CIVIL HOSPITAL, JHANGI WALA ROAD BAHAWALPUR",,,,Punjab   /   Bahawalpur
"GOVERNMENT INSTITUTE OF COMMERCE, HOSTEL BUILDING GOVT. DEGREE COLLEGE (BOYS), BAHAWALPUR ROAD HASILPUR",,,,Punjab   /   Bahawalpur
"GOVERNMENT INSTITUTE OF COMMERCE, KHURSHID COLONY BACK SIDE TEHSIL YAZMAN",,,,Punjab   /   Bahawalpur
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN,  AHMADPUR EAST",,,,Punjab   /   Bahawalpur
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, BAGHDAD ROAD NEAR GPO BAHAWALPUR",,,,Punjab   /   Bahawalpur
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, KHURSHEED COLONY YAZMAN",,,,Punjab   /   Bahawalpur
"HASILPUR COLLEGE OF TECHNOLOGY, 9/B REASOOLABAD COLONY  HASILPUR",,,,Punjab   /   Bahawalpur
"THE PUNJAB COLLEGE OF TECHNOLOGY, BANGLA ROAD YAZMAN",,,,Punjab   /   Bahawalpur
"THE QUAID-E-AZAM COLLEGE OF TECHNOLOGY,  HASILPUR",,,,Punjab   /   Bahawalpur
"U.K COLLEGE OF TECHNOLOGY, 11-B MUHAMMAD HUSSAIN ROAD, MODEL TOWN - A BAHAWALPUR",,,,Punjab   /   Bahawalpur
"U.K INSTITUTE OF TECHNOLOGY,  BAHAWALPUR",,,,Punjab   /   Bahawalpur
"U.K POLYTECHNIC INSTITUTE, HAIDER COLONY, MODEL TOWN-B NEAR CHIKAN WALA CHOWK BAHAWALPUR",,,,Punjab   /   Bahawalpur
"UNITED COLLEGE OF TECHNOLOGY, AMEER HUMZA TOWN, AHMADPUR EAST",,,,Punjab   /   Bahawalpur
"GOVERNMENT COLLEGE OF COMMERCE, NEAR SPORTS STADIUM  BHAKKAR",,,,Punjab   /   Bhakkar
"GOVERNMENT COLLEGE OF TECHNOLOGY,  BHAKKAR",,,,Punjab   /   Bhakkar
"GOVERNMENT INSTITUTE OF COMMERCE, JHANG ROAD  MANKERA",,,,Punjab   /   Bhakkar
"GOVERNMENT INSTITUTE OF COMMERCE, MAIN BHAKKAR ROAD  DARYA KHAN",,,,Punjab   /   Bhakkar
"GOVERNMENT INSTITUTE OF COMMERCE, MUHAMMADIA COLONY  KALUR KOT",,,,Punjab   /   Bhakkar
"GOVERNMENT TECHNICAL TRAINING CENTRE,  DARYA KHAN",,,,Punjab   /   Bhakkar
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, HOUSING COLONY B-13 KALUR KOT",,,,Punjab   /   Bhakkar
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, MOHALLAH SHEIKHAWALA  MANKERA",,,,Punjab   /   Bhakkar
"POTHOHAR INSTITUTE OF TECHNOLOGY, WARD # 4, CHAKWAL ROAD TALAGANG",,,,Punjab   /   Chakwal
"ABUL QASIM INSTITUTE OF MANAGEMENT SCIENCES, COLLEGE ROAD  TAUNSA SHARIF",,,,Punjab   /   Dera Ghazi Khan
"ALLAMA IQBAL COLLEGE OF TECHNOLOGY, COLLEGE ROAD  TAUNSA SHARIF",,,,Punjab   /   Dera Ghazi Khan
"GOVERNMENT COLLEGE OF COMMERCE, BLOCK NO 38 DERA GHAZI KHAN",,,,Punjab   /   Dera Ghazi Khan
"GOVERNMENT COLLEGE OF TECHNOLOGY, SAKHI SARWAR ROAD  DERA GHAZI KHAN",,,,Punjab   /   Dera Ghazi Khan
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN, DERA GHAZI KHAN",,,,Punjab   /   Dera Ghazi Khan
"GOVERNMENT INSTITUTE OF COMMERCE,  TAUNSA SHARIF",,,,Punjab   /   Dera Ghazi Khan
"LEADS COLLEGE OF COMMERCE,  TAUNSA SHARIF",,,,Punjab   /   Dera Ghazi Khan
LEADS COLLEGE OF TECHNOLOGY  TAUNSA SHARIF,,,,Punjab   /   Dera Ghazi Khan
"SCIENCE INSTITUTE OF TECHNOLOGY, DERA GHAZI KHAN",,,,Punjab   /   Dera Ghazi Khan
"TAUNSA INSTITUTE OF MANAGEMENT AND ELEMENTARY SCIENCES,  TAUNSA SHARIF",,,,Punjab   /   Dera Ghazi Khan
"AL-REHMAN POLYTECHNIC INSTITUTE,  JARANWALA",,,,Punjab   /   Faisalabad
"DANISH DEGREE COLLEGE OF SPECIAL EDUCATION,  FAISALABAD",,,,Punjab   /   Faisalabad
"FAISALABAD POLYTECHNIC INSTITUTE,  FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT BOYS HIGHER SECONDARY SCHOOL OF SPECIAL EDUCATION FOR HEARING IMPAIRED, FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT COLLEGE OF COMMERCE, JARANWALA",,,,Punjab   /   Faisalabad
"GOVERNMENT COLLEGE OF COMMERCE, PEOPLES COLONY FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT COLLEGE OF TECHNOLOGY FOR WOMEN,   FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT COLLEGE OF TECHNOLOGY FOR WOMEN,   JARANWALA",,,,Punjab   /   Faisalabad
"GOVERNMENT COLLEGE OF TECHNOLOGY, SAMANABAD  FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT GIRLS HIGHER SECONDARY SCHOOL OF SPECIAL EDUCATION FOR HEARING IMPAIRED, FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT INSTITUTE OF COMMERCE,   SAMMUNDRI",,,,Punjab   /   Faisalabad
"GOVERNMENT INSTITUTE OF COMMERCE,  JHANG ROAD FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT STAFF TRAINING COLLEGE, PEOPLES COLONY NEAR D GROUND FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, NEAR KHIZRA MOSQUE D-BLOCK PEOPLES COLONY # 1 FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, SAMONDARI",,,,Punjab   /   Faisalabad
"IMPERIAL INSTITUTE OF TECHNOLOGY, 84-C PEOPLES COLONY # 1 FAISALABAD",,,,Punjab   /   Faisalabad
"JINNAH POLYTECHNIC INSTITUTE, BHAWANA JHANG ROAD  PANSERA",,,,Punjab   /   Faisalabad
"JINNAH POLYTECHNIC INSTITUTE, NEAR NOVALTY PULL SAMUNDRI ROAD, FAISALABAD",,,,Punjab   /   Faisalabad
"LAHORE POLYTECHNIC INSTITUTE, FARHAN PUBLIC HIGH SCHOOL ROAD, JARANWALA",,,,Punjab   /   Faisalabad
"PAK POLYTECHNIC COLLEGE, 19/20-H, GULISTAN COLONY MILLAT CHOWK  FAISALABAD",,,,Punjab   /   Faisalabad
"PAKISTAN COLLEGE OF COMMERCE, SCIENCE & TECHNOLOGY, CANAL VIEW ROAD, NAZIR TOWN  TANDLIANWALA",,,,Punjab   /   Faisalabad
"PUNJAB POLYTECHNIC INSTITUTE,   SAMMUNDRI",,,,Punjab   /   Faisalabad
"QUAID POLYTECHNIC INSTITUTE, RAJBAH ROAD FAREED TOWN SAMUNDARI FAISALABAD",,,,Punjab   /   Faisalabad
"SITARA INSTITUTE OF MANAGEMENT & TECHNOLOGY (CAMPUS-II), FAISALABAD",,,,Punjab   /   Faisalabad
"SITARA INSTITUTE OF MANAGEMENT & TECHNOLOGY,  FAISALABAD",,,,Punjab   /   Faisalabad
"STANDARD POLYTECHNIC INSTITUTE, FAISALABAD",,,,Punjab   /   Faisalabad
"TCF HIGHER SECONDARY SCHOOL FOR GIRLS, 242/R.B, DASUHA, FAISALABAD",,,,Punjab   /   Faisalabad
"TCF HIGHER SECONDARY SCHOOL FOR GIRLS, 378/GB JARANWALA  JARANWALA",,,,Punjab   /   Faisalabad
"IMIT, COLLEGE OF TECHNOLOGY, 108/2-A, PEOPLES COLONY FAISALABAD",,,,Punjab   /   Faisalabad
"GOVERNMENT DEAF & DEFECTIVE HEARING HIGH SCHOOL, GUJRANWALA",,,,Punjab   /   Gujranwala
"GOVERNMENT INSTITUTE OF COMMERCE, KARYAL ROAD, NEAR NEW KETCHERY  NAUSHERA VIRKAN",,,,Punjab   /   Gujranwala
"GOVERNMENT INSTITUTE OF COMMERCE, MOZA GHANIYA G.T ROAD KAMOKE",,,,Punjab   /   Gujranwala
"GOVERNMENT INSTITUTE OF COMMERCE,   WAZIRABAD",,,,Punjab   /   Gujranwala
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN,  NAUSHERA VIRKAN",,,,Punjab   /   Gujranwala
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, STREET NO. 2, BIG CIVIL LINES GUJRANWALA",,,,Punjab   /   Gujranwala
"GUJRANWALA SWEDISH INSTITUTE OF TECHNOLOGY, OPP. GOLD MARRIAGE HALL G.T.ROA D GUJRANWALA",,,,Punjab   /   Gujranwala
"MUSLIM HANDS TECHNICAL TRAINING CENTER COLLEGE, G.T.ROAD  WAZIRABAD",,,,Punjab   /   Gujranwala
"WINWARE GROUP OF COLLEGES, NAGRI ABBAS SHAH NEAR NADRA OFFICE, TEHSIL OFFICE G.T ROAD  KAMOKE",,,,Punjab   /   Gujranwala
"AL-MUDASSAR SPECIAL EDUCATION COMPLEX, VILLAGE BAHARWAL KHARIAN",,,,Punjab   /   Gujrat
"ARSHAD INSTITUTE OF TECHNOLOGY, GULZAR E MADINA ROAD  GUJRAT",,,,Punjab   /   Gujrat
"ARSHAD INSTITUTE OF TECHNOLOGY, MANGOWAL LINK ROAD, DHINGA  KHARIAN",,,,Punjab   /   Gujrat
"CHENAB INSTITUTE OF TECHNOLOGY, JALALPUR JATTAN ROAD  GUJRAT",,,,Punjab   /   Gujrat
"FARAN INSTITUTE OF TECHNOLOGY,   GUJRAT",,,,Punjab   /   Gujrat
"Faran Group Of Colleges FGC, Gujrat",,,,Punjab   /   Gujrat
"FARAN INSTITUTE OFTECHNOLOGY, G.T ROAD OPP SERVICE INDUSTRIES  GUJRAT",,,,Punjab   /   Gujrat
"GOVERNMENT COLLEGE OF COMMERCE, JALALPUR JATTAN ROAD  GUJRAT",,,,Punjab   /   Gujrat
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN,   JALAL PUR JATTA  GUJRAT",,,,Punjab   /   Gujrat
"GOVERNMENT INSTITUTE OF COMMERCE,  G.T.ROAD, KHARIAN",,,,Punjab   /   Gujrat
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, KHARIAN",,,,Punjab   /   Gujrat
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, JALAL PUR JATTAN ROAD  GUJRAT",,,,Punjab   /   Gujrat
"GUJRAT INSTITUTE OF TECHNOLOGY (2ND CAMPUS),  GUJRAT",,,,Punjab   /   Gujrat
"ORIENTAL INSTITUTE OF TECHNOLOGY, 1ST FLOOR BAHADAR PLAZA OPP SESSION COURTS  GUJRAT",,,,Punjab   /   Gujrat
"ORIENTAL INSTITUTE OF TECHNOLOGY, AKRAM TOWER G.T ROAD KHARIAN",,,,Punjab   /   Gujrat
"QURESHI COLLEGE OF TECHNOLOGY, SERVICE MORE, G.T ROAD  GUJRAT",,,,Punjab   /   Gujrat
"QURESHI TECHNICAL TRAINING CENTRE, NEAR GPO GUJRAT",,,,Punjab   /   Gujrat
"SHADABIA INSTITUTE OF TECHNOLOGY, G.T ROAD GUJRAT",,,,Punjab   /   Gujrat
"GOVERNMENT COLLEGE OF TECHNOLOGY, COLLEGE ROAD  PINDI BHATTIAN",,,,Punjab   /   Hafizabad
"GOVERNMENT INSTITUTE OF COMMERCE,  HAFIZABAD",,,,Punjab   /   Hafizabad
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, SUKHEKE HAFIZABAD",,,,Punjab   /   Hafizabad
"GOVERNMENT VOCATIONAL TRAINING INSTITUTE FOR WOMEN, HAFIZABAD",,,,Punjab   /   Hafizabad
"LAHORE POLYTECHNIC INSTITUTE, HAFIZABAD",,,,Punjab   /   Hafizabad
"MUSLIM COLLEGE OF TECHNOLOGY, GUJRANWALA ROAD HAFIZABAD",,,,Punjab   /   Hafizabad
"AIMS INSTITUTE OF COMMERCE AND INFORMATION TECHNOLOGY, JHANG SADAR  JHANG",,,,Punjab   /   Jhang
"GOVERNMENT COLLEGE OF COMMERCE, SATELLITE TOWN  JHANG",,,,Punjab   /   Jhang
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN,   JHANG",,,,Punjab   /   Jhang
"GOVERNMENT INSTITUTE OF COMMERCE, CANTT ROAD, SHORKOT",,,,Punjab   /   Jhang
"JHANG POLYTECHNIC INSTITUTE, JHANG",,,,Punjab   /   Jhang
"JINNAH POLYTECHNIC INSTITUTE, SHORKOT",,,,Punjab   /   Jhang
"PUNJAB POLYTECHNIC INSTITUTE, JHANG",,,,Punjab   /   Jhang
"RACHNA COLLEGE OF COMMERCE, JHANG",,,,Punjab   /   Jhang
"SAIFIA POLYTECHNIC INSTITUTE, JHANG",,,,Punjab   /   Jhang
"FARAN INSTITUTE OF TECHNOLOGY,  JHELUM",,,,Punjab   /   Jhelum
"GIRLS VOCATIONAL CENTER, KASHMIR COLONY,  RATHIAN  JHELUM",,,,Punjab   /   Jhelum
"GOVERNMENT COLLEGE OF COMMERCE, BILAL TOWN  JHELUM",,,,Punjab   /   Jhelum
"GOVERNMENT COLLEGE OF TECHNOLOGY, CHAK DAULA T JHELUM",,,,Punjab   /   Jhelum
"GOVERNMENT INSTITUTE OF COMMERCE FOR WOMEN, JHELUM",,,,Punjab   /   Jhelum
"PUNJAB COLLEGE OF TECHNOLOGY, JHELUM",,,,Punjab   /   Jhelum
"TAMEER E MILLAT INSTITUTE OF TECHNOLOGY, KHEWARA  PIND DADAN KHAN",,,,Punjab   /   Jhelum
"ALLAMA IQBAL COLLEGE OF TECHNOLOGY,  PATTOKI",,,,Punjab   /   Kasur
"ALLAMA IQBAL POLYTECHNIC INSTITUTE, MAKKAH TOWN, KHIDIAN KHAS",,,,Punjab   /   Kasur
"DR. ABDUL QADEER POLYTECHNIC INSTITUTE, ELLAHABAD",,,,Punjab   /   Kasur
GOVERNMENT COLLEGE OF COMMERCE  PATTOKI,,,,Punjab   /   Kasur
"GOVERNMENT COLLEGE OF COMMERCE, NEAR DARBAR KAMAL CHISHTI  KASUR",,,,Punjab   /   Kasur
"GOVERNMENT INSTITUTE OF COMMERCE, CHUNIAN",,,,Punjab   /   Kasur
"HAMZA POLYTECHNIC INSTITUTE, KASUR",,,,Punjab   /   Kasur
