Name,Url,Difficulty,Tags
Managers du changement,https://coursera.org/learn/managers-changement,Beginner Level,"['Business', 'Leadership and Management']"
Accounting Analysis II: Accounting for Liabilities and Equity,https://coursera.org/learn/accounting-analysis-2-equity,Intermediate Level,"['Business', 'Business Essentials']"
Capstone - Launch Your Own Business!,https://coursera.org/learn/start-your-own-business-project,None,"['Business', 'Entrepreneurship']"
Data Analysis with Python,https://coursera.org/learn/data-analysis-with-python,Beginner Level,"['Data Science', 'Data Analysis']"
Assessment and Teaching of 21st Century Skills,https://coursera.org/learn/atc21s,None,"['Social Sciences', 'Education']"
The Teacher's Social and Emotional Learning,https://coursera.org/learn/teachers-social-emotional-learning,Advanced Level,"['Social Sciences', 'Education']"
Getting started with Augmented Reality,https://coursera.org/learn/augmented-reality,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
The Social and Technical Context of Health Informatics,https://coursera.org/learn/the-socio-technical-health-informatics-context,Beginner Level,"['Health', 'Health Informatics']"
"Conjunctions, Connectives, and Adverb Clauses",https://coursera.org/learn/conjunctions-connectives-adverb-clauses,Intermediate Level,"['Language Learning', 'Learning English']"
Supply Chain Management Strategy,https://coursera.org/learn/supply-chain-management-strategy,None,"['Business', 'Business Strategy']"
Serverless Data Analysis with Google BigQuery and Cloud Dataflow en Français,https://coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-fr,Intermediate Level,"['Computer Science', 'Software Development']"
"Philosophy, Science and Religion: Religion and Science",https://coursera.org/learn/philosophy-science-religion-3,Beginner Level,"['Arts and Humanities', 'Philosophy']"
The Art of Vocal Production,https://coursera.org/learn/vocal-production,Beginner Level,"['Arts and Humanities', 'Music and Art']"
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform en Español,https://coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-es,Intermediate Level,"['Data Science', 'Data Analysis']"
Линейная алгебра и аналитическая геометрия,https://coursera.org/learn/lineynaya-algebra,Beginner Level,"['Math and Logic', 'Math and Logic']"
Экономическая социология,https://coursera.org/learn/ekonomicheskaya-sociologiya,None,"['Social Sciences', 'Economics']"
Микроэкономика  (вводный курс),https://coursera.org/learn/mikroekonomika-vvodnyy-kurs,Beginner Level,"['Business', 'Business Strategy']"
Смешанные линейные модели,https://coursera.org/learn/smeshannye-lineynye-modeli,Intermediate Level,"['Data Science', 'Probability and Statistics']"
Self Awareness and the Effective Leader,https://coursera.org/learn/self-awareness,Beginner Level,"['Business', 'Leadership and Management']"
Introduction to Ableton Live,https://coursera.org/learn/ableton-live,None,"['Arts and Humanities', 'Music and Art']"
Pilares de Marketing Digital,https://coursera.org/learn/marketing-digital-pilares,Beginner Level,"['Business', 'Marketing']"
Introducción a la Minería de Datos,https://coursera.org/learn/mineria-de-datos-introduccion,Beginner Level,"['Information Technology', 'Data Management']"
Introducción a las redes sociales. Sus objetivos y métricas.,https://coursera.org/learn/intro-redes-sociales,Beginner Level,"['Business', 'Marketing']"
An Introduction to Global Health,https://coursera.org/learn/global-health-introduction,None,"['Health', 'Public Health']"
Healthcare Data Quality and Governance,https://coursera.org/learn/healthcare-data-quality-governance,Intermediate Level,"['Health', 'Health Informatics']"
Understanding Europe: Why It Matters and What It Can Offer You,https://coursera.org/learn/europe,None,"['Social Sciences', 'Governance and Society']"
"Social Norms, Social Change I",https://coursera.org/learn/norms,Beginner Level,"['Social Sciences', 'Governance and Society']"
AI For Everyone,https://coursera.org/learn/ai-for-everyone,Beginner Level,"['Business', 'Business Strategy']"
"JavaScript, jQuery, and JSON",https://coursera.org/learn/javascript-jquery-json,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
Improvisación de jazz,https://coursera.org/learn/improvisacion-de-jazz,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
AI Workflow: Feature Engineering and Bias Detection,https://coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection,Advanced Level,"['Data Science', 'Machine Learning']"
Aprendizaje de máquinas,https://coursera.org/learn/aprendizaje-maquinas,None,"['Computer Science', 'Algorithms']"
Regulated Competition in Healthcare Systems: Theory & Practice,https://coursera.org/learn/regulated-competition-healthcare-systems,Intermediate Level,"['Health', 'Healthcare Management']"
中级商务汉语——商务活动篇,https://coursera.org/learn/intermediatechinesebusiness,Intermediate Level,"['Language Learning', 'Other Languages']"
Getting Started with Google Kubernetes Engine 日本語版,https://coursera.org/learn/google-kubernetes-engine-jp,Intermediate Level,"['Information Technology', 'Cloud Computing']"
Contemporary India,https://coursera.org/learn/india,Beginner Level,"['Social Sciences', 'Governance and Society']"
UX / UI: Fundamentos para o design de interface,https://coursera.org/learn/ux-ui-design-de-interface,Beginner Level,"['Computer Science', 'Design and Product']"
Органическая химия,https://coursera.org/learn/organicheskaya-khimiya,Intermediate Level,"['Physical Science and Engineering', 'Chemistry']"
"Accounting, Business and Society:  The Multi-faceted Role of Accounting",https://coursera.org/learn/accounting-business-society,Beginner Level,"['Business', 'Business Essentials']"
Our Energy Future,https://coursera.org/learn/future-of-energy,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Forecasting Models for Marketing Decisions,https://coursera.org/learn/forecasting-models-marketing-decisions,Intermediate Level,"['Business', 'Marketing']"
Sexualidad y educación,https://coursera.org/learn/sexualidad-y-educacion,Intermediate Level,"['Social Sciences', 'Education']"
Getting Started with AI using IBM Watson,https://coursera.org/learn/ai-with-ibm-watson,Beginner Level,"['Data Science', 'Machine Learning']"
Los gobiernos locales como actores internacionales,https://coursera.org/learn/gobiernos-locales,Intermediate Level,"['Social Sciences', 'Governance and Society']"
Major Engineering Project Performance,https://coursera.org/learn/major-engineering-project-performance,Intermediate Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
Introduction to Communication Science,https://coursera.org/learn/communication,None,"['Social Sciences', 'Governance and Society']"
Foundations of strategic business analytics,https://coursera.org/learn/strategic-business-analytics,None,"['Business', 'Business Essentials']"
Aromatherapy: Clinical Use of Essential Oils,https://coursera.org/learn/aromatherapy-clinical-use-essential-oils,Beginner Level,"['Health', 'Research']"
Troubleshooting and Debugging Techniques,https://coursera.org/learn/troubleshooting-debugging-techniques,Beginner Level,"['Information Technology', 'Cloud Computing']"
Fundamentos de la escritura,https://coursera.org/learn/escritura-esp,Beginner Level,"['Social Sciences', 'Education']"
Capstone: Your Story,https://coursera.org/learn/story-writing-project,None,"['Arts and Humanities', 'Music and Art']"
Data Analysis and Interpretation Capstone,https://coursera.org/learn/data-analysis-capstone,None,"['Data Science', 'Data Analysis']"
Global Diplomacy – Diplomacy in the Modern World,https://coursera.org/learn/global-diplomacy,None,"['Social Sciences', 'Governance and Society']"
Plastic electronics,https://coursera.org/learn/plastic-electronics,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
Protecting Business Innovations via Trademark,https://coursera.org/learn/protect-business-innovations-trademark,Beginner Level,"['Business', 'Business Strategy']"
FinTech Security and Regulation (RegTech),https://coursera.org/learn/regtech,Beginner Level,"['Business', 'Finance']"
I/O-efficient algorithms,https://coursera.org/learn/io-efficient-algorithms,Advanced Level,"['Computer Science', 'Algorithms']"
Severe to Profound Intellectual Disability: Circles of Care and Education,https://coursera.org/learn/intellectual-disability-care-education,Beginner Level,"['Health', 'Healthcare Management']"
Институциональная экономика (Institutional economics),https://coursera.org/learn/institutional-economics,Beginner Level,"['Social Sciences', 'Economics']"
The Brain and Space,https://coursera.org/learn/human-brain,Beginner Level,"['Health', 'Basic Science']"
Teaching Impacts of Technology: Global Society,https://coursera.org/learn/teach-impacts-technology-global-society,Beginner Level,"['Social Sciences', 'Education']"
Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII),https://coursera.org/learn/patient-safety-capstone,None,"['Health', 'Patient Care']"
Introduction à la programmation orientée objet (en C++),https://coursera.org/learn/programmation-orientee-objet-cpp,Intermediate Level,"['Computer Science', 'Software Development']"
On Being a Scientist,https://coursera.org/learn/scientist,Beginner Level,"['Physical Science and Engineering', 'Research Methods']"
Fundamentals of waves and vibrations,https://coursera.org/learn/fundamentals-waves-vibrations,Intermediate Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
Academic Information Seeking,https://coursera.org/learn/academicinfoseek,None,"['Personal Development', 'Personal Development']"
Analysing Complexity,https://coursera.org/learn/analysing-complexity,Beginner Level,"['Business', 'Leadership and Management']"
Exploratory Data Analysis,https://coursera.org/learn/exploratory-data-analysis,None,"['Data Science', 'Data Analysis']"
Инвестиции в облигации,https://coursera.org/learn/investicii-obligacii,None,"['Business', 'Finance']"
Speaking to Inspire: Ceremonial and Motivational Speeches,https://coursera.org/learn/speak-to-inspire-ceremonial-motivational-speeches,Beginner Level,"['Personal Development', 'Personal Development']"
Children Acquiring Literacy Naturally,https://coursera.org/learn/children-literacy,Beginner Level,"['Health', 'Psychology']"
Women in Leadership: Inspiring Positive Change,https://coursera.org/learn/women-in-leadership,None,"['Business', 'Leadership and Management']"
Programming Fundamentals,https://coursera.org/learn/programming-fundamentals,Beginner Level,"['Computer Science', 'Algorithms']"
"Le Bien, le Juste, l'Utile. Introduction aux éthiques philosophiques",https://coursera.org/learn/ethique,None,"['Arts and Humanities', 'Philosophy']"
Structuring Machine Learning Projects,https://coursera.org/learn/machine-learning-projects,Beginner Level,"['Data Science', 'Data Analysis']"
Art and Science of Machine Learning auf Deutsch,https://coursera.org/learn/art-science-ml-de,Intermediate Level,"['Data Science', 'Machine Learning']"
Learning How To Learn for Youth,https://coursera.org/learn/learning-how-to-learn-youth,Beginner Level,"['Personal Development', 'Personal Development']"
At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC,https://coursera.org/learn/archaeology-city-levant-west,Beginner Level,"['Arts and Humanities', 'History']"
Roman Architecture,https://coursera.org/learn/roman-architecture,Beginner Level,"['Arts and Humanities', 'History']"
Principles of Computing (Part 2),https://coursera.org/learn/principles-of-computing-2,None,"['Computer Science', 'Software Development']"
Advanced Data Science Capstone,https://coursera.org/learn/advanced-data-science-capstone,Advanced Level,"['Data Science', 'Machine Learning']"
Análisis de Sistemas de Transporte,https://coursera.org/learn/analisis-sistemas-de-transporte,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Exploring Beethoven's Piano Sonatas Part 6,https://coursera.org/learn/exploring-beethoven-piano-sonatas-6,Intermediate Level,"['Arts and Humanities', 'History']"
Meeting Investors' Goals,https://coursera.org/learn/meeting-investors-goals,None,"['Business', 'Finance']"
Future Development in Supply Chain Finance and Blockchain Technology,https://coursera.org/learn/future-developments-supply-chain-finance-blockchain-technology,Intermediate Level,"['Business', 'Finance']"
First Order Optical System Design,https://coursera.org/learn/first-order-optical-system-design,Advanced Level,"['Physical Science and Engineering', 'Electrical Engineering']"
Java Programming: Build a Recommendation System,https://coursera.org/learn/java-programming-recommender,Intermediate Level,"['Computer Science', 'Software Development']"
Introduction to Data Science in Python,https://coursera.org/learn/python-data-analysis,Intermediate Level,"['Data Science', 'Data Analysis']"
A Complete Reinforcement Learning System (Capstone),https://coursera.org/learn/complete-reinforcement-learning-system,Intermediate Level,"['Data Science', 'Machine Learning']"
Building Arduino robots and devices,https://coursera.org/learn/arduino,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
Desenvolvendo sua musicalidade,https://coursera.org/learn/desenvolvendo-musicalidade,Beginner Level,"['Arts and Humanities', 'Music and Art']"
Getting Started with SAS Visual Analytics,https://coursera.org/learn/preparing-data-sas-va,Beginner Level,"['Data Science', 'Data Analysis']"
История международных отношений,https://coursera.org/learn/int-relations-history,Beginner Level,"['Arts and Humanities', 'History']"
Communication Skills for University Success,https://coursera.org/learn/communication-skills,Beginner Level,"['Social Sciences', 'Education']"
Fundamentals of Music Theory,https://coursera.org/learn/edinburgh-music-theory,Beginner Level,"['Arts and Humanities', 'Music and Art']"
Producción Musical y su Efecto en la Composición,https://coursera.org/learn/produccionycomposicion,None,"['Arts and Humanities', 'Music and Art']"
Greening the Economy: Sustainable Cities,https://coursera.org/learn/gte-sustainable-cities,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Психология труда, инженерная психология и эргономика",https://coursera.org/learn/psykhologiya-truda,Intermediate Level,"['Health', 'Psychology']"
Myocardial Infarction,https://coursera.org/learn/infarction,Beginner Level,"['Health', 'Patient Care']"
"Data Analysis and Representation, Selection and Iteration",https://coursera.org/learn/data-analysis-representation-selection-iteration,Beginner Level,"['Computer Science', 'Software Development']"
Assessing Achievement with the ELL in Mind,https://coursera.org/learn/ell-assessment,None,"['Social Sciences', 'Education']"
Mobilités et véhicules électriques,https://coursera.org/learn/mobilites-vehicules-electriques,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
مهارات برنامج Excel للعمل: المبادئ الأساسية,https://coursera.org/learn/excel-essentials-ar,Beginner Level,"['Business', 'Business Essentials']"
Supply Chain Analytics,https://coursera.org/learn/supply-chain-analytics,Beginner Level,"['Business', 'Business Essentials']"
Теория вероятностей для начинающих,https://coursera.org/learn/probability-theory-basics,Beginner Level,"['Math and Logic', 'Math and Logic']"
The Changing Arctic,https://coursera.org/learn/changing-arctic,None,"['Health', 'Basic Science']"
Sustainability through Soccer: Systems-Thinking in Action,https://coursera.org/learn/sustainability-through-soccer,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Effective Compliance Programs,https://coursera.org/learn/effective-compliance-programs,None,"['Business', 'Business Essentials']"
Parallel Programming in Java,https://coursera.org/learn/parallel-programming-in-java,Intermediate Level,"['Computer Science', 'Software Development']"
Programando con Java para aplicaciones Android,https://coursera.org/learn/programandoconjava,None,"['Computer Science', 'Mobile and Web Development']"
Las estaciones del año y el clima,https://coursera.org/learn/estaciones-clima,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
Lesson | Express Yourself: Pronunciation,https://coursera.org/learn/lesson-express-yourself-pronunciation,None,"['Language Learning', 'Learning English']"
Principles of Photo Composition and Digital Image Post-Production,https://coursera.org/learn/photo-composition,None,"['Arts and Humanities', 'Music and Art']"
Advanced Instructional Strategies in the Virtual Classroom,https://coursera.org/learn/teaching-strategies,None,"['Social Sciences', 'Education']"
Advanced Trading Algorithms,https://coursera.org/learn/advanced-trading-algorithms,Intermediate Level,"['Business', 'Finance']"
Переходные процессы в электрических цепях,https://coursera.org/learn/electrical-circuits,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
Get Interactive: Practical Teaching with Technology,https://coursera.org/learn/getinmooc,Beginner Level,"['Social Sciences', 'Education']"
История экономической мысли (History of Economic Thought),https://coursera.org/learn/istoriya-ekonomicheskoy-mysli,Beginner Level,"['Social Sciences', 'Economics']"
Water in the Western United States,https://coursera.org/learn/water-united-states,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
"Origins - Formation of the Universe, Solar System, Earth and Life",https://coursera.org/learn/origins-universe-solarsystem,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
Supply Chain Operations,https://coursera.org/learn/operations,Beginner Level,"['Business', 'Business Strategy']"
Strategies for Effective Engagement,https://coursera.org/learn/effective-engagement,Beginner Level,"['Business', 'Leadership and Management']"
Causal Inference  2,https://coursera.org/learn/causal-inference-2,Advanced Level,"['Data Science', 'Probability and Statistics']"
Creativity And Entrepreneurship,https://coursera.org/learn/creativity-entrepreneurship,Beginner Level,"['Business', 'Leadership and Management']"
"Comunicaciones integradas de marketing: Publicidad, Relaciones Públicas, Marketing Digital y más",https://coursera.org/learn/comunicaciones-integradas-marketing,None,"['Business', 'Marketing']"
Development of Real-Time Systems,https://coursera.org/learn/real-time-systems,Intermediate Level,"['Computer Science', 'Software Development']"
Climate Adaptation for Human Health,https://coursera.org/learn/climateadaptation,Intermediate Level,"['Health', 'Public Health']"
"Comunicación, experimentación y aprendizaje en liderazgo",https://coursera.org/learn/comunicacion-experimentacion-aprendizaje,Intermediate Level,"['Personal Development', 'Personal Development']"
Become a CBRS CPI at WISPAMERICA 2020,https://coursera.org/learn/google-cpi-wispa-classroom,None,"['Information Technology', 'Networking']"
Modern Hebrew Poetry   שירה עברית מודרנית,https://coursera.org/learn/hebrew-poetry,None,"['Arts and Humanities', 'Music and Art']"
Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),https://coursera.org/learn/patient-safety-measurement,None,"['Health', 'Healthcare Management']"
Microeconomics: The Power of Markets,https://coursera.org/learn/microeconomics-part1,None,"['Social Sciences', 'Economics']"
Advanced R Programming,https://coursera.org/learn/advanced-r,Intermediate Level,"['Data Science', 'Data Analysis']"
The Power of Team Culture,https://coursera.org/learn/team-culture,Beginner Level,"['Business', 'Leadership and Management']"
Six Sigma Tools for Analyze,https://coursera.org/learn/six-sigma-analyze,Beginner Level,"['Business', 'Business Essentials']"
Orden y manejo del tiempo,https://coursera.org/learn/orden,Beginner Level,"['Business', 'Leadership and Management']"
Capstone Course: Start Up Your Fintech Future,https://coursera.org/learn/startup-fintech-capstone,Beginner Level,"['Business', 'Entrepreneurship']"
Introduction to Chemistry:  Structures and Solutions,https://coursera.org/learn/basic-chemistry,Beginner Level,"['Physical Science and Engineering', 'Chemistry']"
Acute and Chronic Rhinosinusitis: A Comprehensive Review,https://coursera.org/learn/icahn-school-of-medicine-at-mount-sinai-acute-and-chronic-rhinosinusitis,None,"['Health', 'Patient Care']"
Prepare for the EMT Certification Test,https://coursera.org/learn/prepare-emt-certification-test,Beginner Level,"['Health', 'Patient Care']"
System Validation (3): Requirements by modal formulas,https://coursera.org/learn/system-validation-modal-formulas,Advanced Level,"['Computer Science', 'Software Development']"
Cuidados y procedimientos generales en la atención del recién nacido,https://coursera.org/learn/cuidados-del-recien-nacido,Intermediate Level,"['Health', 'Public Health']"
Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,https://coursera.org/learn/know-thyself-the-examined-life,Beginner Level,"['Arts and Humanities', 'Philosophy']"
Preparing for the Google Cloud Professional Data Engineer Exam em Português Brasileiro,https://coursera.org/learn/preparing-cloud-professional-data-engineer-exam-br,Advanced Level,"['Information Technology', 'Cloud Computing']"
Les partenariats qui changent le monde : alliances innovantes entre entreprises et associations,https://coursera.org/learn/partenariats-qui-changent-le-monde,None,"['Business', 'Entrepreneurship']"
Introduction to MongoDB,https://coursera.org/learn/introduction-mongodb,Intermediate Level,"['Information Technology', 'Data Management']"
Las estrategias y habilidades para las negociaciones,https://coursera.org/learn/estrategias-negociacion,None,"['Business', 'Business Essentials']"
إستراتيجية الأعمال المتقدمة,https://coursera.org/learn/uva-darden-advanced-business-strategy-ar,Beginner Level,"['Business', 'Business Strategy']"
Using SAS Viya REST APIs with Python and R,https://coursera.org/learn/sas-viya-rest-api-python-r,None,"['Data Science', 'Data Analysis']"
"Итоговый проект специализации ""Основы Digital Маркетинга""",https://coursera.org/learn/capstone-project,Intermediate Level,"['Business', 'Marketing']"
Gamification,https://coursera.org/learn/gamification,None,"['Computer Science', 'Design and Product']"
Science of Training Young Athletes Part 2,https://coursera.org/learn/science-of-training-young-athletes-part-2,Intermediate Level,"['Personal Development', 'Personal Development']"
The Manager's Toolkit: A Practical Guide to Managing People at Work,https://coursera.org/learn/people-management,None,"['Business', 'Leadership and Management']"
Israel State and Society,https://coursera.org/learn/israel,Beginner Level,"['Social Sciences', 'Governance and Society']"
Introduction to Systematic Review and Meta-Analysis,https://coursera.org/learn/systematic-review,None,"['Health', 'Research']"
Deep Neural Networks with PyTorch,https://coursera.org/learn/deep-neural-networks-with-pytorch,Intermediate Level,"['Data Science', 'Machine Learning']"
Improving Your Statistical Questions,https://coursera.org/learn/improving-statistical-questions,Intermediate Level,"['Data Science', 'Probability and Statistics']"
Gestión de proyectos: las bases del éxito,https://coursera.org/learn/gestion-de-proyectos,None,"['Business', 'Leadership and Management']"
Machine Learning Using SAS Viya,https://coursera.org/learn/machine-learning-sas,Intermediate Level,"['Data Science', 'Machine Learning']"
Water Resources Management and Policy,https://coursera.org/learn/water-management,None,"['Social Sciences', 'Governance and Society']"
Connecting with Sales Prospects,https://coursera.org/learn/connecting-with-sales-prospects,Beginner Level,"['Business', 'Leadership and Management']"
High-Impact Business Writing,https://coursera.org/learn/business-writing,None,"['Business', 'Business Essentials']"
Digital Thread: Components,https://coursera.org/learn/digital-thread-components,Beginner Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
Финансы компаний: взгляд инвестора и кредитора,https://coursera.org/learn/finansy-companiy,Beginner Level,"['Business', 'Finance']"
Getting Started with Google Sheets,https://coursera.org/learn/getting-started-with-google-sheets,Beginner Level,"['Business', 'Business Essentials']"
"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",https://coursera.org/learn/work-smarter-not-harder,None,"['Business', 'Business Essentials']"
Positive Psychiatry and Mental Health,https://coursera.org/learn/positive-psychiatry,None,"['Health', 'Basic Science']"
Communication theory: bridging academia and practice,https://coursera.org/learn/communicationtheory-academia-practice,Intermediate Level,"['Social Sciences', 'Governance and Society']"
القيادة والذكاء العاطفي,https://coursera.org/learn/emotional-intelligence-in-leadership-ar,Beginner Level,"['Business', 'Leadership and Management']"
Finanzas para profesionales no financieros,https://coursera.org/learn/finanzas-no-expertos,None,"['Business', 'Leadership and Management']"
Бухгалтерский учет и аудит. Продвинутый курс,https://coursera.org/learn/buhgalterskij-uchet-i-audit,None,"['Business', 'Business Essentials']"
Networks and Communications Security,https://coursera.org/learn/network-security-communications-sscp,Beginner Level,"['Information Technology', 'Security']"
Introduction to Graph Theory,https://coursera.org/learn/graphs,Beginner Level,"['Computer Science', 'Algorithms']"
Music's Big Bang: The Genesis of Rock 'n' Roll,https://coursera.org/learn/rock-and-roll-music,Beginner Level,"['Arts and Humanities', 'Music and Art']"
Information Visualization: Foundations,https://coursera.org/learn/information-visualization-fundamentals,Beginner Level,"['Information Technology', 'Data Management']"
Introduction to Satellite Communications,https://coursera.org/learn/satellite-communications,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
"Justice, Mercy and Mass Incarceration",https://coursera.org/learn/massincarceration,Beginner Level,"['Arts and Humanities', 'Philosophy']"
Programming for Everybody (Getting Started with Python),https://coursera.org/learn/python,None,"['Computer Science', 'Software Development']"
Introduction to Statistics & Data Analysis in Public Health,https://coursera.org/learn/introduction-statistics-data-analysis-public-health,Beginner Level,"['Health', 'Public Health']"
In the footsteps of Zika… approaching the unknown,https://coursera.org/learn/zika,Intermediate Level,"['Health', 'Public Health']"
Journeys to Education Teach-Out,https://coursera.org/learn/journeys-to-education-teach-out,Beginner Level,"['Social Sciences', 'Education']"
Inglés Empresarial: Finanzas y Economía,https://coursera.org/learn/ingles-empresarial-finanzas-economia,None,"['Language Learning', 'Learning English']"
Python and Machine Learning for Asset Management,https://coursera.org/learn/python-machine-learning-for-investment-management,Intermediate Level,"['Business', 'Finance']"
Основы корпоративных финансов (Fundamentals of Corporate Finance),https://coursera.org/learn/osnovy-korporativnykh-finansov,Beginner Level,"['Business', 'Finance']"
Academic Discussions in English,https://coursera.org/learn/academic-discussion-english,Intermediate Level,"['Language Learning', 'Learning English']"
Introdução à Ciência da Computação com Python Parte 1,https://coursera.org/learn/ciencia-computacao-python-conceitos,Beginner Level,"['Computer Science', 'Software Development']"
Reliable Cloud Infrastructure: Design and Process auf Deutsch,https://coursera.org/learn/cloud-infrastructure-design-process-de,Intermediate Level,"['Information Technology', 'Cloud Computing']"
Физика в опытах. Часть 2. Электричество и магнетизм,https://coursera.org/learn/fizika-v-opitah-elektrichestvo-i-magnetizm,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
Создание научно-технического текста,https://coursera.org/learn/nauchno-texnicheski-text,None,"['Personal Development', 'Personal Development']"
Capstone:  Create Value from Open Data,https://coursera.org/learn/strategic-business-analytics-capstone,None,"['Business', 'Business Strategy']"
Blended Language Learning: Design and Practice for Teachers,https://coursera.org/learn/blended-language-learning-design-practice-for-teachers,Intermediate Level,"['Language Learning', 'Learning English']"
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Clinical Perspective)",https://coursera.org/learn/hi-five-clinical,Beginner Level,"['Health', 'Health Informatics']"
Photography Capstone Project,https://coursera.org/learn/photography-project,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
Conceptos y Herramientas para la Física Universitaria,https://coursera.org/learn/fisica-universitaria,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
Initiation à la théorie des distributions,https://coursera.org/learn/theorie-des-distributions,None,"['Math and Logic', 'Math and Logic']"
Marketing en Redes Sociales Proyecto Final,https://coursera.org/learn/redes-sociales-proyecto,None,"['Business', 'Marketing']"
Detección de objetos,https://coursera.org/learn/deteccion-objetos,None,"['Computer Science', 'Algorithms']"
Trauma Emergencies and Care,https://coursera.org/learn/trauma-emergencies-and-care,Beginner Level,"['Health', 'Patient Care']"
Capstone Project – Analyzing a Real Transaction,https://coursera.org/learn/capstone-project-analyzing-a-real-transaction,Intermediate Level,"['Business', 'Finance']"
Statistical Mechanics: Algorithms and Computations,https://coursera.org/learn/statistical-mechanics,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
Establishing a Professional ‘Self’ through Effective Intercultural Communication,https://coursera.org/learn/effective-intercultural-communication,None,"['Personal Development', 'Personal Development']"
Comprendre les Microcontroleurs,https://coursera.org/learn/microcontroleurs,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
Selling to Chinese Consumers,https://coursera.org/learn/selling-to-chinese-consumers,Beginner Level,"['Business', 'Business Strategy']"
Marketing Digital,https://coursera.org/learn/estrategia-marketing-digital,Beginner Level,"['Business', 'Marketing']"
Chemerinsky on Constitutional Law - The Structure of Government,https://coursera.org/learn/chemerinsky-on-constitutional-law-structure-of-government,Beginner Level,"['Social Sciences', 'Law']"
Materials Data Sciences and Informatics,https://coursera.org/learn/material-informatics,Intermediate Level,"['Physical Science and Engineering', 'Chemistry']"
Design Patterns,https://coursera.org/learn/design-patterns,Intermediate Level,"['Computer Science', 'Software Development']"
Presentation skills: Designing Presentation Slides,https://coursera.org/learn/slides,None,"['Personal Development', 'Personal Development']"
Гибкие методологии разработки высокотехнологичных продуктов,https://coursera.org/learn/gibkie-metodologii-razrabotki-produktov,Intermediate Level,"['Business', 'Leadership and Management']"
"Autoridad, dirección y liderazgo",https://coursera.org/learn/autoridad,Beginner Level,"['Business', 'Leadership and Management']"
Automated Reasoning: satisfiability,https://coursera.org/learn/automated-reasoning-sat,Intermediate Level,"['Computer Science', 'Algorithms']"
Supply Chain Management: A Learning Perspective,https://coursera.org/learn/supply-chain-management,None,"['Business', 'Business Strategy']"
"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys",https://coursera.org/learn/musicianship-chords,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
"Engineering Project Management: Risk, Quality, Teams, and Procurement",https://coursera.org/learn/project-risk-quality-management,Beginner Level,"['Business', 'Leadership and Management']"
L'entrepreneuriat social : de l'envie au projet,https://coursera.org/learn/entrepreneuriatquichangelemonde,Beginner Level,"['Business', 'Entrepreneurship']"
Social Science Approaches to the Study of Chinese Society Part 2,https://coursera.org/learn/social-science-research-chinese-society,Beginner Level,"['Social Sciences', 'Education']"
Culminating Project in Health Informatics,https://coursera.org/learn/culminating-project-course-in-health-informatics,None,"['Health', 'Health Informatics']"
The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,https://coursera.org/learn/fundamentals-of-revenue-management,None,"['Business', 'Business Strategy']"
Feature Engineering 日本語版,https://coursera.org/learn/feature-engineering-jp,Intermediate Level,"['Data Science', 'Machine Learning']"
Palliative Care Capstone Projects,https://coursera.org/learn/palliative-care-capstone-project,Beginner Level,"['Health', 'Patient Care']"
Web Design: Wireframes to Prototypes,https://coursera.org/learn/web-design-wireframes-prototypes,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
